,Food label,Substitution label
6,"LAMB,NZ,IMP,HIND-SHANK,LN & FAT,CKD,BRSD","GOAT,RAW"
8,"LAMB,NZ,IMP,HIND-SHANK,LN & FAT,CKD,BRSD","LAMB,DOM,SHLDR,ARM,LN,1/4""FAT,CHOIC,CKD,RSTD"
0,"LAMB,NZ,IMP,LOIN SADDLE,LN & FAT,CKD,FAST RSTD","GAME MEAT,BISON,GROUND,CKD,PAN-BROILED"
6,"LAMB,NZ,IMP,LOIN SADDLE,LN & FAT,CKD,FAST RSTD","LAMB,AUS,IMP,FRSH,SHLDR,WHL (ARM&BLD),LN,1/8""FAT,CKD"
2,"LAMB,NZ,IMP,NETTED SHLDR,ROLLED,BNLESS,LN & FAT,RAW","LAMB,DOM,CUBED FOR STEW (LEG&SHLDR),LN,1/4""FAT,CKD,BRSD"
4,"LAMB,NZ,IMP,NETTED SHLDR,ROLLED,BNLESS,LN & FAT,RAW","GAME MEAT,DEER,LOIN,LN,1"" STEAK,CKD,BRLD"
1,"LAMB,NZ,IMP,SQUARE-CUT SHLDR CHOPS,LN & FAT,RAW","GAME MEAT,CARIBOU,RAW"
5,"LAMB,NZ,IMP,SQUARE-CUT SHLDR CHOPS,LN & FAT,RAW","VEAL,CUBED FOR STEW (LEG&SHLDR),LN,CKD,BRSD"
7,"BISCUIT, PLN OR BUTMLK, REFRI DOUGH, HIGHER FAT","CROISSANTS,APPLE"
9,"BISCUIT, PLN OR BUTMLK, REFRI DOUGH, HIGHER FAT","TORTILLAS,RTB OR -FRY,CORN,WO/ SALT"
1,"BISCUITS,PLN OR BTTRMLK,PREP FROM RECIPE","PIE,PUMPKIN,PREP FROM RECIPE"
7,"BISCUITS,PLN OR BTTRMLK,PREP FROM RECIPE","BEAR NAKED,DOUBLE CHOC COOKIES"
0,"CAKE,ANGELFOOD,DRY MIX,PREP","CROUTONS,PLAIN"
5,"CAKE,ANGELFOOD,DRY MIX,PREP","ENGLISH MUFFINS,PLN,ENR,WO/CA PROP (INCL SOURDOUGH)"
4,"CAKE,SNACK CAKES,CREME-FILLED,SPONGE","KEEBLER,HOLIDAY JINGLES COOKIES"
7,"CAKE,SNACK CAKES,CREME-FILLED,SPONGE","KELLOGG'S,ALL-BRAN,MULTIGRAIN CRACKERS"
1,"CAKE,YEL,DRY MIX,PUDDING-TYPE","TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,S'MORES"
2,"CAKE,YEL,DRY MIX,PUDDING-TYPE","KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,LOFAT"
4,"COOKIES,CHOC CHIP,REFR DOUGH","COFFEECAKE,CREME-FILLED W/CHOC FRSTNG"
5,"COOKIES,CHOC CHIP,REFR DOUGH","COOKIES,PNUT BUTTER,COMMLY PREP,SUGAR FREE"
4,"COOKIES,CHOC CHIP,PREP FROM RECIPE,MADE W/MARGARINE","KASHI,TLC,HONEY SESAME CRACKERS"
6,"COOKIES,CHOC CHIP,PREP FROM RECIPE,MADE W/MARGARINE","SUNSHINE,CHEEZ-IT,MOZZARELLA CRACKERS"
1,"COOKIES,MARSHMLLW,CHOCOLATE-COATED (INCL MARSHMLLW PIES)","PILLSBURY,CINN ROLLS W/ ICING,REFR DOUGH"
7,"COOKIES,MARSHMLLW,CHOCOLATE-COATED (INCL MARSHMLLW PIES)","KEEBLER,WHEATABLES,NUT CRISP CRACKERS,RSTD ALMOND"
3,"COOKIES,OATMEAL,COMMLY PREP,REG","BREAD,RAISIN,ENRICHED"
6,"COOKIES,OATMEAL,COMMLY PREP,REG","CAKE,POUND,BIMBO BAKERIES USA,PANQUE CASERO,HOME BKD STYLE"
1,"COOKIES,PNUT BUTTER,REFR DOUGH,BKD","MURRAY,SUGAR FREE,OATMEAL COOKIES"
8,"COOKIES,PNUT BUTTER,REFR DOUGH,BKD","BREAD,RAISIN,TSTD,ENR"
5,"COOKIES,PNUT BUTTER SNDWCH,SPL DIETARY","DANISH PASTRY,RASPBERRY,UNENR"
6,"COOKIES,PNUT BUTTER SNDWCH,SPL DIETARY","DANISH PASTRY,FRUIT,UNENR (INCL APPL,CINN,RAISIN,STRAWBERRY)"
5,"COOKIES,SUGAR,COMMLY PREP,REG (INCL VANILLA)","KELLOGG'S,ALL-BRAN,GARLIC & HERB CRACKERS"
8,"COOKIES,SUGAR,COMMLY PREP,REG (INCL VANILLA)","CAKE,YEL,DRY MIX,REG,UNENR"
5,"COOKIES,SUGAR WAFERS W/CREME FILLING,REG","ARCHWAY Home Style Cookies, Dutch Cocoa"
9,"COOKIES,SUGAR WAFERS W/CREME FILLING,REG","DANISH PASTRY,LEMON,UNENR"
0,"COOKIES,VANILLA SNDWCH W/CREME FILLING","AUSTIN,PNUT BUTTER ON TOASTY CRACKERS,SANDWICH-TYPE,RED FAT"
7,"COOKIES,VANILLA SNDWCH W/CREME FILLING",WONTON WRAPPERS (INCL EGG ROLL WRAPPERS)
6,"CRACKERS,CHEESE,REGULAR","BREAD,WHITE,COMMLY PREP (INCL SOFT BREAD CRUMBS)"
7,"CRACKERS,CHEESE,REGULAR","BREAD,WHEAT BRAN"
1,"CRACKERS,MILK","BREAD,REDUCED-CALORIE,RYE"
9,"CRACKERS,MILK","TORTILLAS,RTB OR -FRY,FLR,WO/ CA"
1,"CRACKERS,RYE,SANDWICH-TYPE W/CHS FILLING","KELLOGG'S,SIMPLY EGGO,ORIGINAL"
8,"CRACKERS,RYE,SANDWICH-TYPE W/CHS FILLING","COOKIES,PNUT BUTTER,COMMLY PREP,SOFT-TYPE"
3,"CRACKERS,SALTINES (INCL OYSTER,SODA,SOUP)","CHEESECAKE PREP FROM MIX,NO-BAKE TYPE"
7,"CRACKERS,SALTINES (INCL OYSTER,SODA,SOUP)","ROLLS,DINNER,PLN,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK"
3,"CREAM PUFF SHELL,PREP FROM RECIPE","PIE,PEACH"
8,"CREAM PUFF SHELL,PREP FROM RECIPE","MUFFINS,BLUEBERRY,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK"
2,"DANISH PASTRY,NUT (INCL ALMOND,RAISIN NUT,CINN NUT)","KELLOGG'S,CINNABON,PANCAKES,ORIGINAL"
3,"DANISH PASTRY,NUT (INCL ALMOND,RAISIN NUT,CINN NUT)","BREAD,BOSTON BROWN,CANNED"
5,"DOUGHNUTS,FRENCH CRULLERS,GLAZED","BAGELS,PLN,ENR,WO/CA PROP (INCL ONION,POPPY,SESAME)"
8,"DOUGHNUTS,FRENCH CRULLERS,GLAZED","CAKE,WHITE,PREP FROM RECIPE WO/FRSTNG"
1,"PIE,CHOC MOUSSE,PREP FROM MIX,NO-BAKE TYPE","BREAD,RAISIN,TSTD,ENR"
5,"PIE,CHOC MOUSSE,PREP FROM MIX,NO-BAKE TYPE","ARCHWAY Home Style Cookies, Date Filled Oatmeal"
4,"PIE CRUST,COOKIE-TYPE,PREP FR RECIPE,GRAHAM CRACKER,CHILLED","CRACKERS,MATZO,EGG"
7,"PIE CRUST,COOKIE-TYPE,PREP FR RECIPE,GRAHAM CRACKER,CHILLED","KEEBLER,SUGAR CONES"
2,"CAKE,WHITE,DRY MIX,PUDDING-TYPE,UNENR","ROLLS,DINNER,EGG"
7,"CAKE,WHITE,DRY MIX,PUDDING-TYPE,UNENR","BAGELS,PLN,TSTD,ENR W/CA PROP (INCLUDES ONION,POPPY,SESAME)"
1,"DOUGHNUTS,YEAST-LEAVENED,GLAZED,UNENR (INCL HONEY BUNS)","KELLOGG'S,SPL K,CRACKER CHIPS,SEA SALT"
5,"DOUGHNUTS,YEAST-LEAVENED,GLAZED,UNENR (INCL HONEY BUNS)","KELLOGG'S,EGGO,WAFFLES,BTTRMLK"
1,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD RASPBERRY","ROLLS, DINNER, PLN,COMM PREPARED (INC BROWN -N- SERVE)"
4,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD RASPBERRY","COOKIES,GRAHAM CRACKERS,PLN OR HONEY (INCL CINN)"
1,"ARCHWAY Home Style Cookies, Iced Molasses","BREAD,POUND CAKE TYPE,PAN DE TORTA SALVADORAN"
7,"ARCHWAY Home Style Cookies, Iced Molasses","KELLOGG'S,SPL K,CRACKER CHIPS,SEA SALT"
4,"ARCHWAY Home Style Cookies, Molasses","FAMOUS AMOS,VANILLA SNDWCH CREME COOKIES"
7,"ARCHWAY Home Style Cookies, Molasses","KELLOGG'S,EGGO,MINI MUFFIN TOPS,BLUEBERRY"
6,"GEORGE WESTON BAKER,BROWNBERRY SAGE & ONION STUFFING MIX,DRY","BAGELS,PLN,UNENR,W/CA PROP (INCL ONION,POPPY,SESAME)"
7,"GEORGE WESTON BAKER,BROWNBERRY SAGE & ONION STUFFING MIX,DRY","BREAD,RED-CAL,OAT BRAN,TSTD"
2,"PIE,DUTCH APPL,COMMLY PREP","COOKIES,PNUT BUTTER,REFR DOUGH"
7,"PIE,DUTCH APPL,COMMLY PREP","HEINZ,WEIGHT WATCHER,CHOC ECLAIR,FRZ"
2,"PIE CRUST,DEEP DISH,FRZ,UNBAKED,MADE W/ ENR FLR","BREAD,RYE,TOASTED"
4,"PIE CRUST,DEEP DISH,FRZ,UNBAKED,MADE W/ ENR FLR","CAKE,FRUITCAKE,COMMLY PREP"
1,"BREAD,POUND CAKE TYPE,PAN DE TORTA SALVADORAN","SUNSHINE,CHEEZ-IT,RED FAT CRACKERS"
6,"BREAD,POUND CAKE TYPE,PAN DE TORTA SALVADORAN","KELLOGG'S,EGGO,WAFFLES,BTTRMLK"
0,"AUSTIN,CHEDDAR CHS ON CHS CRACKERS,SANDWICH-TYPE","ROLLS,HAMBURGER OR HOTDOG,PLN"
2,"AUSTIN,CHEDDAR CHS ON CHS CRACKERS,SANDWICH-TYPE","TOASTER PASTRIES,FRUIT"
2,"BARBARA DEE,WNTR MINTS COOKIES","PILLSBURY,BTTRMLK BISCUITS,ART FLAVOR,REFR DOUGH"
5,"BARBARA DEE,WNTR MINTS COOKIES","KELLOGG'S,EGGO,BISCUIT SCRAMBLERS,BACON,EGG & CHS"
2,"SNACKS,POPCORN,OIL-POPPED,MICROWAVE,REG FLAVOR,NO TRANS FAT","CORNNUTS,BARBECUE-FLAVOR"
5,"SNACKS,POPCORN,OIL-POPPED,MICROWAVE,REG FLAVOR,NO TRANS FAT","RICE CAKES,BROWN RICE,BUCKWHEAT,UNSALTED"
0,"CANDIES,YORK PEPPERMINT PATTIE","ICE CREAMS,BREYERS,98% FAT FREE CHOC"
1,"CANDIES,YORK PEPPERMINT PATTIE","FROSTINGS,CHOC,CREAMY,DRY MIX"
0,CHOCOLATE-FLAVORED HAZELNUT SPRD,"ICE CREAMS,VANILLA,RICH"
5,CHOCOLATE-FLAVORED HAZELNUT SPRD,"CANDIES,YORK BITES"
6,"PUDDINGS,VANILLA,DRY MIX,INST","PUDDINGS,VANILLA,DRY MIX,REG,PREP W/ WHL MILK"
8,"PUDDINGS,VANILLA,DRY MIX,INST","CANDIES,FRUIT SNACKS,W/ HI VIT C"
2,"CANDIES,HERSHEY'S,ALMOND JOY BITES","FROZEN NOVELTIES,ICE TYPE,FRUIT,NO SUGAR ADDED"
6,"CANDIES,HERSHEY'S,ALMOND JOY BITES","CANDIES,MILK CHOC COATD RAISINS"
3,"CANDIES,MARS SNACKFOOD US,DOVE DK CHOC","FROZEN NOVELTIES,JUC TYPE,POPSICLE SCRIBBLERS"
8,"CANDIES,MARS SNACKFOOD US,DOVE DK CHOC",JELLIES
1,"CANDIES,MARS SNACKFOOD US,SKITTLES TROPICAL BITE SIZE CAND","PECTIN,UNSWTND,DRY MIX"
4,"CANDIES,MARS SNACKFOOD US,SKITTLES TROPICAL BITE SIZE CAND","PUDDINGS,TAPIOCA,DRY MIX,PREP W/ 2% MILK"
0,"SNACKS,KELLOGG'S,NUTRI-GRAIN CRL BARS,FRUIT","POTATO CHIPS,WO/SALT,RED FAT"
8,"SNACKS,KELLOGG'S,NUTRI-GRAIN CRL BARS,FRUIT","PRETZELS,HARD,PLN,SALTED"
1,"ICE CREAMS,BREYERS,ALL NAT LT MINT CHOC CHIP","SYRUPS,TABLE BLENDS,PANCAKE,W/2% MAPLE,W/ K"
8,"ICE CREAMS,BREYERS,ALL NAT LT MINT CHOC CHIP","FROSTINGS,VANILLA,CREAMY,DRY MIX"
2,"CANDIES,M&M MARS 3 MUSKETEERS TRUFFLE CRISP","PIE FILLINGS,APPL,CND"
4,"CANDIES,M&M MARS 3 MUSKETEERS TRUFFLE CRISP","YOGURT,FRZ,CHOC,NON-FAT MILK,W/LO CAL SWTNR"
0,"AMARANTH GRAIN,UNCKD","WHEAT,SOFT WHITE"
2,"AMARANTH GRAIN,UNCKD","WHEAT,HARD WHITE"
2,ARROWROOT FLOUR,"CORN FLR,WHOLE-GRAIN,WHITE"
3,ARROWROOT FLOUR,"CORN FLR,MASA,ENR,YEL"
1,"BARLEY,HULLED",SORGHUM GRAIN
3,"BARLEY,HULLED",RYE GRAIN
0,"BUCKWHEAT GROATS,RSTD,CKD","BUCKWHEAT GROATS,RSTD,DRY"
5,"BUCKWHEAT GROATS,RSTD,CKD","RICE,BROWN,MEDIUM-GRAIN,RAW"
3,"BUCKWHEAT FLR,WHOLE-GROAT","WHEAT FLOUR,WHOLE-GRAIN"
5,"BUCKWHEAT FLR,WHOLE-GROAT","MILLET,RAW"
0,"CORN GRAIN,YEL",SORGHUM GRAIN
1,"CORN GRAIN,YEL","QUINOA,UNCKD"
7,"CORNMEAL,DEGERMED,ENR,YEL","CORN FLR,WHOLE-GRAIN,YEL"
8,"CORNMEAL,DEGERMED,ENR,YEL","SEMOLINA,ENRICHED"
1,"CORNMEAL,SELF-RISING,BOLTED,PLN,ENR,YEL",ARROWROOT FLOUR
3,"CORNMEAL,SELF-RISING,BOLTED,PLN,ENR,YEL","CORN FLR,MASA,ENR,YEL"
4,"COUSCOUS,COOKED","SPAGHETTI,DRY,UNENRICHED"
6,"COUSCOUS,COOKED","RYE FLOUR,MEDIUM"
1,"MILLET,COOKED","CORNMEAL,WHOLE-GRAIN,YEL"
7,"MILLET,COOKED","BUCKWHEAT GROATS,RSTD,DRY"
0,"RICE,WHITE,MEDIUM-GRAIN,RAW,ENR","CORNMEAL,DEGERMED,ENR,YEL"
8,"RICE,WHITE,MEDIUM-GRAIN,RAW,ENR","WHEAT,SOFT RED WINTER"
0,"RICE,WHITE,SHORT-GRAIN,RAW","SEMOLINA,ENRICHED"
6,"RICE,WHITE,SHORT-GRAIN,RAW","CORN FLR,WHOLE-GRAIN,YEL"
1,"RICE,WHITE,GLUTINOUS,RAW","SPAGHETTI,DRY,UNENRICHED"
4,"RICE,WHITE,GLUTINOUS,RAW","SPAGHETTI,SPINACH,DRY"
0,RYE GRAIN,"BARLEY,HULLED"
1,RYE GRAIN,SORGHUM GRAIN
5,"RYE FLOUR,LIGHT","WHEAT,HARD RED WINTER"
8,"RYE FLOUR,LIGHT","RYE FLOUR,MEDIUM"
0,SORGHUM GRAIN,"BARLEY,HULLED"
1,SORGHUM GRAIN,RYE GRAIN
2,TRITICALE,BUCKWHEAT
3,TRITICALE,"WHEAT,SOFT RED WINTER"
0,"WHEAT,HARD RED WINTER","WHEAT,HARD WHITE"
6,"WHEAT,HARD RED WINTER",BUCKWHEAT
0,"WHEAT,DURUM","MILLET,RAW"
2,"WHEAT,DURUM","BARLEY,HULLED"
1,"WHEAT FLOUR,WHOLE-GRAIN","BARLEY,HULLED"
7,"WHEAT FLOUR,WHOLE-GRAIN",SORGHUM GRAIN
0,"WHEAT FLR,WHITE,ALL-PURPOSE,ENR,BLEACHED","CORN FLR,MASA,ENR,YEL"
7,"WHEAT FLR,WHITE,ALL-PURPOSE,ENR,BLEACHED","RYE FLOUR,DARK"
5,"WHEAT FLR,WHITE,CAKE,ENR","CORN GRAIN,YEL"
9,"WHEAT FLR,WHITE,CAKE,ENR","QUINOA,UNCKD"
0,"WHEAT FLR,WHITE,TORTILLA MIX,ENR",ARROWROOT FLOUR
8,"WHEAT FLR,WHITE,TORTILLA MIX,ENR","CORN FLR,MASA,ENR,YEL"
0,"WHEAT,SPROUTED",BUCKWHEAT
1,"WHEAT,SPROUTED","WHEAT,SOFT WHITE"
0,"SPAGHETTI,WHOLE-WHEAT,DRY","RICE,WHITE,GLUTINOUS,RAW"
3,"SPAGHETTI,WHOLE-WHEAT,DRY","SPAGHETTI,SPINACH,DRY"
1,"CORN FLR,WHOLE-GRAIN,WHITE","WHEAT,SOFT WHITE"
5,"CORN FLR,WHOLE-GRAIN,WHITE","CORN FLR,WHOLE-GRAIN,YEL"
2,"CORNMEAL,SELF-RISING,BOLTED,PLN,ENR,WHITE","NOODLES,EGG,SPINACH,DRY,ENR"
7,"CORNMEAL,SELF-RISING,BOLTED,PLN,ENR,WHITE","SPAGHETTI,SPINACH,DRY"
7,"RICE,WHITE,LONG-GRAIN,REG,CKD,ENR,W/SALT","RICE,WHITE,MEDIUM-GRAIN,CKD"
9,"RICE,WHITE,LONG-GRAIN,REG,CKD,ENR,W/SALT","SORGHUM FLR,REFINED,UNENR"
3,"SPAGHETTI,DRY,UNENRICHED","SPAGHETTI,SPINACH,DRY"
5,"SPAGHETTI,DRY,UNENRICHED","NOODLES,EGG,SPINACH,DRY,ENR"
0,"FAST FOODS,BISCUIT,W/EGG&BACON","FAST FOODS,NACHOS,W/CHS"
5,"FAST FOODS,BISCUIT,W/EGG&BACON","MCDONALD'S,PREMIUM CRISPY CHICK CLASSIC SNDWCH"
4,"FAST FOODS,POTATOES,HASH BROWNS,RND PIECES OR PATTY","FAST FOODS,VANILLA,LT,SOFT-SERVE ICE CRM,W/ CONE"
5,"FAST FOODS,POTATOES,HASH BROWNS,RND PIECES OR PATTY","MCDONALD'S,BIG MAC (WITHOUT BIG MAC SAUCE)"
3,"FAST FOODS,CHEESEBURGER; SINGLE,REG PATTY,W/ CONDMNT & VEG","MCDONALD'S,PREMIUM GRILLED CHICK CLUB SNDWCH"
7,"FAST FOODS,CHEESEBURGER; SINGLE,REG PATTY,W/ CONDMNT & VEG","POPEYES,FRIED CHICK,MILD,DRUMSTK,MEAT ONLY,SKN & BREADING RE"
4,"FAST FOODS,CHEESEBURGER; TRIPLE,REG PATTY; PLN","POPEYES,COLESLAW"
6,"FAST FOODS,CHEESEBURGER; TRIPLE,REG PATTY; PLN","POPEYES,FRIED CHICK,MILD,BREAST,MEAT & SKN W/ BREADING"
2,"MCDONALD'S,DOUBLE QUARTER POUNDER W/ CHS","MCDONALD'S,BIG MAC"
4,"MCDONALD'S,DOUBLE QUARTER POUNDER W/ CHS","TACO BELL,SOFT TACO W/ STEAK"
1,"MCDONALD'S,NEWMAN'S OWN LOFAT BALSAMIC VINAIGRETTE","DIGIORNO PIZZA,PEPPERONI TOPPING,THIN CRISPY CRUST,FRZ,BKD"
9,"MCDONALD'S,NEWMAN'S OWN LOFAT BALSAMIC VINAIGRETTE","PIZZA HUT 14"" PEPPERONI PIZZA,PAN CRUST"
3,"MCDONALD'S,HOTCAKES & SAUSAGE","FAST FOODS,HAMBURGER,LRG,SINGLE PATTY,W/CONDMNT"
5,"MCDONALD'S,HOTCAKES & SAUSAGE","KFC,FRIED CHICK,EX CRISPY,WING,MEAT ONLY,SKN & BRDING REMOVD"
3,"KFC,FRIED CHICK,EX CRISPY,WING,MEAT & SKN W/ BREADING","FAST FOODS,CHEESEBURGER; DOUBLE,LRG PATTY,W/ CONDMNT & VEG"
7,"KFC,FRIED CHICK,EX CRISPY,WING,MEAT & SKN W/ BREADING","KFC,FRIED CHICK,EX CRISPY,THIGH,MEAT & SKN W/ BREADING"
0,"BEEF,SHRT LN,PRTRHS STK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,GRLLD","BEEF,VAR MEATS&BY-PRODUCTS,TONGUE,RAW"
5,"BEEF,SHRT LN,PRTRHS STK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,GRLLD","BEEF,CHUCK FOR STEW,LN & FAT,SEL,CKD,BRSD"
2,"BF,CHK,SHLDR CLOD,TOP & CNTR,STK,LN & FAT,0"" FAT,CH,CKD,GRLD","BEEF,SHLDR POT RST OR STK,BNLS,LN & FAT,0"" FAT,ALL GRDS,R"
4,"BF,CHK,SHLDR CLOD,TOP & CNTR,STK,LN & FAT,0"" FAT,CH,CKD,GRLD","BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0"" FAT,SEL,RAW"
1,"BF,CHK,SHLDR CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,CHOIC,RAW","USDA COMMODITY,BF PATTIES W/VPP,FRZ,RAW"
2,"BF,CHK,SHLDR CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,CHOIC,RAW","BEEF,LOIN,TENDERLOIN RST,BNLESS,LN,0"" FAT,CHOIC,CKD,RSTD"
2,"BF,CHK,CLD,SHLDR TNDR,MEDALLION,LN & FAT,0"" FAT,ALL GRDS,RAW","BEEF,AUSTRALIAN,GRSSFD,RND,BTTM RND STEAK/ROAST,BNLSS,LN,RAW"
6,"BF,CHK,CLD,SHLDR TNDR,MEDALLION,LN & FAT,0"" FAT,ALL GRDS,RAW","BEEF,CHK,MOCK TEN STK,BNL,LN & FAT,0"" FAT,ALL GRDS, CKD"
2,"BEEF,CHUCK,CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW","BEEF,VAR MEATS&BY-PRODUCTS,SPLEEN,RAW"
9,"BEEF,CHUCK,CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW","BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW"
0,"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,CHOIC,RAW","BEEF,RND,BTTM RND,STEAK,LN & FAT,0"" FAT,SEL,CKD,BRSD"
6,"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,CHOIC,RAW","BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,SEL,CKD,RSTD"
1,"BEEF,CHK,UND BLD, POT RST,BNL,LN & FAT,0"" FAT,ALL GR,CKD,BR","BEEF,BRISKET,WHL,LN,0""FAT,ALL GRDS,CKD,BRSD"
6,"BEEF,CHK,UND BLD, POT RST,BNL,LN & FAT,0"" FAT,ALL GR,CKD,BR","BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,SEL,RAW"
1,"BEEF,RIB EYE RST,BONE-IN,LIP-ON,LN,1/8"" FAT,CHOIC,CKD,RSTD","BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,CHOIC,CKD,RSTD"
5,"BEEF,RIB EYE RST,BONE-IN,LIP-ON,LN,1/8"" FAT,CHOIC,CKD,RSTD","BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW"
6,"BEEF,CHK,UND BLE CNTR STK,BNL,DEN CT,LN&FT, 0"" FT,CH,CKD,GLD","BEEF,NZ,IMP,KNUCKLE,CKD,FAST FRIED"
8,"BEEF,CHK,UND BLE CNTR STK,BNL,DEN CT,LN&FT, 0"" FT,CH,CKD,GLD","BEEF,FLANK,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW"
2,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,SEL,CKD,BRSD","BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,SEL,RAW"
6,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,SEL,CKD,BRSD","BEEF,PLATE STEAK,BNLESS,OUTSIDE SKIRT,LN,0"" FAT,CHOIC,RAW"
3,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW","BEEF,RND,TOP RND RST,BNLESS,LN,0"" FAT,SEL,CKD,RSTD"
4,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW","BEEF,GROUND,75% LN MEAT / 25% FAT,PATTY,CKD,PAN-BROILED"
0,"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,BRSD","BEEF,LOIN,TENDERLOIN STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW"
8,"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,BRSD","BEEF,RND,TOP RND,LN&FAT,0""FAT,CHOIC,CKD,BRSD"
1,"BEEF,CHK EYE CNTRY-STYL RIBS,BNL,LN & FAT,0"" FAT,CHOICE, CKD","BEEF,SHRT LOIN,T-BONE STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD"
3,"BEEF,CHK EYE CNTRY-STYL RIBS,BNL,LN & FAT,0"" FAT,CHOICE, CKD","BEEF,CHUCK EYE RST,BNLESS,AMERICA'S BF RST,LN,0"" FAT,SEL,RAW"
0,"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,CHOICE,RAW","BEEF,AUSTRALN,GRS-FED,LOIN,TOP LOIN STK/RST,BNLS,LN & FAT,RW"
9,"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,CHOICE,RAW","BEEF,NZ,IMP,RUMP CENTRE,LN & FAT,RAW"
2,"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,SEL,RAW","BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED"
8,"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,SEL,RAW","BEEF,NZ,IMP,BRISKET POINT END,LN & FAT,CKD,BRSD"
0,"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW","BEEF,NZ,IMP,CHUCK EYE ROLL,LN & FAT,RAW"
4,"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW","BF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,SE,CKD,GRILLED"
2,"BEEF,RIB EYE STEAK,BNLES,LIP-ON,LN,1/8"" FAT,CHOIC,CKD,GRILD","BEEF,LOIN,TENDERLOIN STK,BNLESS,L,0"" F,ALL GRDS,CKD,GRILLED"
6,"BEEF,RIB EYE STEAK,BNLES,LIP-ON,LN,1/8"" FAT,CHOIC,CKD,GRILD","BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW"
5,"BEEF,RIB EYE STEAK,BONE-IN,LIP-ON,LN,1/8"" FAT,CHOIC,CKD,GRLD","BEEF,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,PAN-FRIED"
6,"BEEF,RIB EYE STEAK,BONE-IN,LIP-ON,LN,1/8"" FAT,CHOIC,CKD,GRLD","BEEF,FLANK,STEAK,LN,0"" FAT,ALL GRDS,RAW"
6,"BEEF,RIB EYE STEAK,BONE-IN,LIP-ON,LN,1/8"" FAT,SEL,CKD,GRILD","BEEF,NZ,IMP,RUMP CENTRE,LN & FAT,CKD,FAST FRIED"
9,"BEEF,RIB EYE STEAK,BONE-IN,LIP-ON,LN,1/8"" FAT,SEL,CKD,GRILD","BEEF,SHRT LN,T-BN STK,BN-IN,LN,1/8"" FAT,ALL GRDS,CKD,GRILLED"
5,"BEEF,PLATE STK,BNLE,INSDE SKRT,LN,0"" FAT,ALL GRDS,CKD,GRLD","BEEF,LOIN,TENDERLOIN RST,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW"
